Kingdom,Phylum,Class,Order,Family,Tax_label,ELLY27.29,ELLY31.33,ELLY36.38,ELLY40.42,ELLY52.54,ELLY56.58,ELLY61.63,ELLY65.67
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,*Caulobacter*,0,0.01,0.03,0.13,0.11,0.02,0.45,0.05
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Paludibacteraceae,*Paludibacter*,0.4,0.15,0.01,0.02,0.15,0.04,0.02,0.01
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,*Rickettsiales* (*SM2D12*),0.29,0.29,0.06,0.02,0.05,0.01,0.03,0.02
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Methylophilaceae,Genus of *Methylophilaceae*,0.03,0.04,0.15,0.15,0.02,0.02,0.06,0.3
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Family of Flavobacteriales,Genus of *Flavobacteriales*,0.05,0.09,0.03,0.06,0.02,0.01,0.06,0.43
Bacteria,Proteobacteria,Gammaproteobacteria,EV818SWSAP88,EV818SWSAP88,*Gammaproteobacteria* (*EV818SWSAP88*),0,0.02,0.03,0,0.14,0.5,0.04,0.03
Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,*Intestinibacter*,0.06,0.16,0.04,0.07,0.08,0.28,0.04,0.02
Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,0319-6G20,*Oligoflexia* (*0319-6G20*),0.24,0.22,0.04,0,0.13,0.07,0.02,0.01
Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Family of Vicinamibacterales,Genus of *Vicinamibacterales*,0,0.13,0.1,0.02,0.19,0.2,0.09,0
Bacteria,Bacteroidota,SJA-28,SJA-28,SJA-28,*Bacteroidota* (*SJA-28*),0.06,0.07,0.04,0.01,0.16,0.28,0.11,0
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Genus of *Rikenellaceae*,0.32,0.25,0.01,0,0.08,0.05,0,0
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,*Mycobacterium*,0,0.08,0.31,0.03,0.06,0.14,0.05,0.02
Bacteria,Myxococcota,Polyangia,Nannocystales,Nannocystaceae,*Nannocystis*,0.12,0.16,0.16,0.05,0.05,0.08,0.03,0.06
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,*Saprospiraceae* (*OLB8*),0.08,0.1,0.04,0,0.19,0.23,0.02,0.02
Bacteria,Chloroflexi,Anaerolineae,Ardenticatenales,Family of Ardenticatenales,Genus of *Ardenticatenales*,0.03,0.05,0.04,0,0.37,0.14,0.05,0
Bacteria,Proteobacteria,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,*Candidatus_Paracaedibacter*,0.03,0.12,0.01,0.01,0.12,0.36,0.02,0
Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,*Solirubrobacterales* (*67-14*),0.08,0.11,0.06,0,0.18,0.17,0.07,0.01
Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Simkaniaceae,Genus of *Simkaniaceae*,0.11,0.23,0.05,0.04,0.04,0.12,0.06,0.01
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Alcaligenaceae,Genus of *Alcaligenaceae*,0,0,0,0.19,0.07,0.02,0.08,0.3
Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,*Candidatus_Omnitrophus*,0.08,0.22,0,0,0.17,0.19,0,0
Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Terrimicrobiaceae,*Terrimicrobiaceae* (*FukuN18_freshwater_group*),0.08,0.1,0.03,0,0.13,0.27,0.02,0
Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,*Opitutus*,0,0.08,0.13,0,0.12,0.15,0.13,0
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,*Luteimonas*,0.07,0.15,0.1,0,0.09,0.1,0.08,0
Bacteria,Proteobacteria,Gammaproteobacteria,Ga0077536,Ga0077536,*Gammaproteobacteria* (*Ga0077536*),0.09,0.09,0.09,0,0.16,0.15,0.03,0
Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,*Chthoniobacter*,0.07,0.08,0.09,0,0.11,0.14,0.08,0
Bacteria,Dependentiae,Babeliae,Babeliales,Babeliales,*Babeliales*,0.07,0.05,0,0.01,0.15,0.18,0.12,0
Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,Family of Oligoflexales,Genus of *Oligoflexales*,0.04,0.11,0.35,0.01,0.04,0.03,0,0
Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,*Lentimicrobiaceae*,0.1,0.08,0.04,0,0.11,0.19,0.02,0
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,*Lautropia*,0.05,0.08,0.06,0.01,0.16,0.15,0.06,0
Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,*Vicinamibacteraceae*,0,0.05,0.09,0.04,0.13,0.12,0.09,0.03
Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Genus of *Isosphaeraceae*,0.08,0.14,0.04,0.05,0.05,0.04,0.05,0.1
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,*Giesbergeria*,0.17,0.12,0.01,0,0.16,0.06,0.02,0
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,*Pseudoxanthomonas*,0.02,0.02,0.02,0.24,0.04,0.02,0.05,0.13
Bacteria,WPS-2,WPS-2,WPS-2,WPS-2,*Bacteria* (*WPS-2*),0.08,0.1,0.07,0.04,0.09,0.12,0.03,0.01
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,*Perlucidibaca*,0.08,0.07,0.07,0.09,0.05,0.03,0.06,0.07
Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,*Thiothrix*,0.09,0.12,0.02,0.01,0.18,0.09,0.02,0
Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,*Turicibacter*,0.04,0.13,0.04,0.04,0.06,0.18,0.02,0.01
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,*Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium*,0,0.02,0.02,0.09,0.12,0.02,0.24,0.02
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Genus of *Flavobacteriaceae*,0.13,0.15,0.07,0,0.08,0.07,0.03,0
Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Genus of *Gemmataceae*,0.02,0.09,0.02,0.04,0.11,0.19,0.04,0.02
Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,*Anaerolineae* (*A4b*),0.03,0.09,0.08,0,0.12,0.16,0.03,0
Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,*Spongiibacteraceae* (*BD1-7_clade*),0.03,0.07,0.03,0.02,0.17,0.17,0.03,0
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,*Bacteroides*,0.23,0.15,0,0.01,0.06,0.05,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Solimonadaceae,*Hydrocarboniphaga*,0.05,0.05,0.02,0.03,0.1,0.03,0.18,0.02
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,*Noviherbaspirillum*,0,0,0.07,0.07,0.01,0.01,0,0.33
Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,*Lentimicrobium*,0.05,0.04,0.04,0,0.12,0.21,0.02,0
Bacteria,Hydrogenedentes,Hydrogenedentia,Hydrogenedentiales,Hydrogenedensaceae,*Hydrogenedensaceae*,0.05,0.09,0.05,0.01,0.11,0.14,0.04,0
Bacteria,Cyanobacteria,Vampirivibrionia,Gastranaerophilales,Gastranaerophilales,*Gastranaerophilales*,0.11,0.19,0,0,0.05,0.12,0,0
Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Genus of *Propionibacteriaceae*,0.03,0.03,0.01,0.01,0.18,0.11,0.07,0.01
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,*Rhodocyclaceae* (*C39*),0.21,0.09,0.06,0,0.04,0.02,0.04,0
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,*Crocinitomix*,0.11,0.08,0.09,0,0.06,0.05,0.04,0.02
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,*Ralstonia*,0,0,0,0.04,0,0,0,0.41
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,*Pedomicrobium*,0.02,0.05,0.1,0.02,0.04,0.02,0.18,0.01
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prolixibacteraceae,*Prolixibacteraceae* (*WCHB1-32*),0.04,0.1,0.04,0,0.1,0.15,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,*Devosia*,0.06,0.07,0.07,0.04,0.08,0.07,0.05,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,*Defluviimonas*,0.02,0.03,0.03,0.11,0.07,0.07,0.07,0.05
Bacteria,Bacteroidota,Bacteroidia,Order of Bacteroidia,Family of Bacteroidia,Genus of *Bacteroidia*,0.03,0.05,0.08,0,0.1,0.05,0.08,0.03
Bacteria,SAR324_clade(Marine_group_B),SAR324_clade(Marine_group_B),SAR324_clade(Marine_group_B),SAR324_clade(Marine_group_B),*Bacteria* (*SAR324_clade(Marine_group_B)*),0.07,0.08,0.05,0,0.1,0.1,0.02,0
Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,*Acidibacter*,0.05,0.05,0.1,0,0.1,0.09,0.03,0
Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Genus of *Gemmatimonadaceae*,0.04,0.06,0.04,0,0.13,0.11,0.02,0.01
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,*Lacihabitans*,0.03,0.02,0.02,0.05,0.06,0,0.17,0.05
Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,*Aeromonas*,0.14,0.09,0.01,0.02,0.09,0.04,0.01,0.01
Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Family of Chlamydiales,Genus of *Chlamydiales*,0.1,0.12,0.07,0.09,0,0.02,0.01,0
Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriae,Acidobacteriae,*Paludibaculum*,0.01,0.04,0.04,0,0.11,0.11,0.07,0.02
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Hydrogenophilaceae,Genus of *Hydrogenophilaceae*,0.06,0.04,0.02,0,0.12,0.15,0.02,0
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Aquaspirillaceae,*Aquaspirillum*,0.12,0.07,0.03,0,0.13,0.05,0.01,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,*alphaI_cluster*,0.06,0.09,0.02,0.01,0.05,0,0.12,0.06
Bacteria,Dependentiae,Babeliae,Babeliales,UBA12409,*Babeliales* (*UBA12409*),0.05,0.05,0.3,0,0,0,0,0
Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,*Anaerolineae* (*OLB13*),0.02,0.05,0.08,0.02,0.1,0.11,0.03,0
Bacteria,Fibrobacterota,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Genus of *Fibrobacteraceae*,0.15,0.02,0,0,0.19,0.02,0,0.02
Bacteria,Proteobacteria,Gammaproteobacteria,Competibacterales,Competibacteraceae,*Candidatus_Competibacter*,0.04,0.06,0.05,0,0.1,0.15,0,0
Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Microtrichaceae,*Candidatus_Microthrix*,0.02,0.01,0,0,0.2,0.14,0.03,0
Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,*Rhodopirellula*,0.01,0.02,0,0.01,0.1,0.19,0.08,0
Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Phormidiaceae,*Phormidiaceae* (*Tychonema_CCAP_1459-11B*),0.01,0.03,0,0,0.15,0.17,0.04,0
Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,*Halieaceae* (*OM60(NOR5)_clade*),0.02,0.06,0.05,0.02,0.11,0.09,0.04,0
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,*Marinoscillum*,0,0.01,0.01,0,0.02,0,0.34,0.02
Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Genus of *Diplorickettsiaceae*,0.07,0.12,0.01,0.02,0.03,0.12,0.01,0.01
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,*Sphaerotilus*,0.02,0.11,0.06,0,0.11,0.05,0.03,0
Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylomonadaceae,*Crenothrix*,0.04,0.07,0,0,0.13,0.12,0.02,0
Bacteria,Proteobacteria,Alphaproteobacteria,Azospirillales,Azospirillales_Incertae_Sedis,*Stella*,0.04,0.09,0.05,0.04,0.05,0.07,0.04,0
Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Microtrichaceae,*Microtrichaceae* (*IMCC26207*),0.05,0.04,0.07,0.05,0.06,0.07,0.03,0
Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,*Thermoanaerobaculaceae* (*Subgroup_10*),0,0.15,0,0.02,0.09,0.08,0.04,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Genus of *Rhodospirillaceae*,0.03,0.09,0.13,0.02,0.02,0.02,0.05,0.01
Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,Family of Micavibrionales,Genus of *Micavibrionales*,0.04,0.09,0.04,0,0.1,0.08,0.02,0
Bacteria,Patescibacteria,Parcubacteria,Order of Parcubacteria,Family of Parcubacteria,Genus of *Parcubacteria*,0.1,0.04,0,0,0.14,0.01,0.08,0
Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,Genus of *Micropepsaceae*,0.01,0.08,0.01,0.04,0.1,0.08,0.06,0
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,*Methyloversatilis*,0.02,0.02,0.02,0.09,0.02,0.03,0.01,0.14
Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,*Alishewanella*,0.13,0.07,0,0.02,0.06,0.03,0.02,0.01
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,*Thermomonas*,0,0.07,0.04,0.06,0.05,0.09,0.01,0.03
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,*Candidatus_Arcanobacter*,0.04,0.03,0.07,0,0.06,0.07,0.06,0
Bacteria,Proteobacteria,Gammaproteobacteria,CCM19a,CCM19a,*Gammaproteobacteria* (*CCM19a*),0.04,0.05,0.02,0.01,0.08,0.15,0,0
Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,*Gemmatimonas*,0.03,0.04,0.04,0.02,0.08,0.08,0.04,0.02
Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,*Roseomonas*,0.02,0.02,0.02,0.09,0.02,0.01,0.07,0.1
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,*Ahniella*,0.03,0.08,0.07,0,0.05,0.06,0.04,0
Bacteria,Elusimicrobiota,Rs-M47,Rs-M47,Rs-M47,*Elusimicrobiota* (*Rs-M47*),0,0,0,0,0.12,0.21,0.01,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales_Incertae_Sedis,*Phreatobacter*,0,0,0.04,0.08,0,0.02,0.09,0.09
Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,*Fimbriiglobus*,0.01,0.03,0.05,0.03,0.04,0.05,0.07,0.06
Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,cvE6,*Chlamydiales* (*cvE6*),0.02,0.03,0,0,0.03,0.19,0.05,0
Bacteria,Proteobacteria,Alphaproteobacteria,Order of Alphaproteobacteria,Family of Alphaproteobacteria,Genus of *Alphaproteobacteria*,0,0.08,0.04,0.02,0.07,0.08,0.02,0
Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,WCHB1-41,*Kiritimatiellae* (*WCHB1-41*),0.02,0.07,0.01,0,0.12,0.08,0.02,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Genus of *Hyphomicrobiaceae*,0.02,0.07,0.05,0,0.05,0.07,0.05,0
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cytophagaceae,*Cytophaga*,0.03,0.07,0.04,0,0.06,0.01,0.05,0.06
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,*Uliginosibacterium*,0.04,0.04,0.01,0,0.12,0.09,0.02,0
Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,*Thermomicrobiales* (*JG30-KF-CM45*),0.02,0.07,0.01,0.03,0.08,0.08,0.02,0
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,*Rhizobacter*,0.02,0.04,0.08,0.05,0.02,0.1,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,*Shinella*,0,0,0,0.08,0,0,0.06,0.17
Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,*Coxiella*,0,0.1,0.05,0.01,0.05,0.1,0,0
Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,KD3-93,*Sphingobacteriales* (*KD3-93*),0.04,0.03,0.03,0,0.1,0.05,0.05,0.01
Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Genus of *Polyangiaceae*,0.04,0.07,0.07,0,0.05,0.04,0.01,0.02
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,*Blastomonas*,0,0,0,0.04,0.04,0,0.07,0.15
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,*Simplicispira*,0.13,0.11,0,0,0.05,0,0,0
Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,*Gemmata*,0.02,0.06,0.01,0.03,0.05,0.06,0.05,0.02
Archaea,Halobacterota,Methanosarcinia,Methanosarciniales,Methanosarcinaceae,*Methanosarcina*,0.02,0.05,0,0,0.06,0.15,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,R7C24,R7C24,*Gammaproteobacteria* (*R7C24*),0,0.03,0.09,0,0.04,0.1,0.02,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,*Ensifer*,0,0,0,0.04,0.03,0,0.17,0.04
Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Genus of *Cellvibrionaceae*,0.08,0.04,0,0,0.11,0.04,0,0
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,*Spirosomaceae*,0,0,0.01,0.23,0.01,0,0.01,0.01
Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,*Phycisphaeraceae* (*CL500-3*),0,0.04,0.03,0,0.07,0.11,0.01,0
Bacteria,Acidobacteriota,Vicinamibacteria,Subgroup_17,Subgroup_17,*Vicinamibacteria* (*Subgroup_17*),0,0.07,0,0,0.08,0.09,0.03,0
Bacteria,Campilobacterota,Campylobacteria,Campylobacterales,Arcobacteraceae,*Pseudarcobacter*,0.11,0.04,0.01,0.01,0.04,0.03,0.01,0
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Aquaspirillaceae,*Rivicola*,0.07,0.05,0,0,0.09,0.04,0.01,0
Bacteria,Proteobacteria,Gammaproteobacteria,Immundisolibacterales,Immundisolibacteraceae,Genus of *Immundisolibacteraceae*,0.1,0.02,0.02,0,0.02,0.01,0.03,0.04
Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Genus of *Acetobacteraceae*,0.01,0.03,0.06,0.04,0.03,0.02,0.04,0.01
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,*Nitrosomonadaceae* (*Ellin6067*),0,0.06,0.03,0,0.06,0.05,0.04,0
Bacteria,Elusimicrobiota,Lineage_IIb,Lineage_IIb,Lineage_IIb,*Lineage_IIb*,0.02,0.02,0,0,0.09,0.09,0.02,0
Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,*Sandaracinus*,0.02,0.03,0.06,0.01,0.06,0.07,0.01,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Family of Rhodospirillales,Genus of *Rhodospirillales*,0.12,0.09,0,0,0,0.01,0.02,0
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,*Polaromonas*,0.08,0.06,0,0,0.05,0.04,0.01,0
Bacteria,Acidobacteriota,Holophagae,Holophagales,Holophagaceae,*Holophagaceae*,0.04,0.03,0,0,0.06,0.1,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,*Rhizobiaceae*,0.05,0.02,0.03,0,0.04,0.05,0.02,0.02
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,*Bradyrhizobium*,0,0.07,0.04,0,0,0.06,0.03,0.02
Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Genus of *Phycisphaeraceae*,0.02,0.05,0.04,0,0,0.01,0.01,0.1
Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,Genus of *Steroidobacteraceae*,0,0.05,0.02,0,0.05,0.07,0.03,0
Bacteria,Acidobacteriota,Blastocatellia,11-24,11-24,*Blastocatellia* (*11-24*),0,0.03,0,0,0.07,0.08,0.03,0
Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Iamiaceae,*Iamia*,0,0,0.02,0,0.1,0.08,0.01,0
Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,*Myxococcaceae* (*P3OB-42*),0.02,0.04,0.04,0,0.05,0.06,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,*Pseudorhodoplanes*,0,0,0.03,0.02,0,0.05,0.12,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Candidatus_Hepatincola,*Candidatus_Hepatincola*,0.04,0.02,0,0,0.09,0.03,0.02,0.01
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,*Alkanindiges*,0.05,0.04,0.01,0.01,0.04,0.04,0.01,0.01
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,*Alistipes*,0.06,0.07,0,0,0.04,0.04,0,0
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,*Chryseobacterium*,0.02,0.03,0,0.05,0.05,0.01,0.03,0.02
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,*Sphingomonas*,0,0,0,0,0,0.12,0.02,0.06
Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Parachlamydiaceae,*Neochlamydia*,0.04,0.07,0.04,0,0.01,0.04,0.01,0
